region_list,model_name,area,BGC_GPP,model_log10ratio,burke_growth_log10ratio,burke_level_log10ratio,newell_growth_log10ratio,newell_level_log10ratio
Costa Rica,CNRM-ESM2-1,47996039168.0,8.314224142665577,-0.035578165484831316,-8.157257532101129,-0.32871597325762186,-1.7203200298954904,-0.2514401043667914
Croatia,CNRM-ESM2-1,51188739072.0,4.469444752991216,-0.0026015436465310865,-4.521735175997787,-0.1206538661959878,-0.1961781791643863,-0.009872949442746269
Cuba,CNRM-ESM2-1,68095995904.0,7.517394341933399,-0.16096882909759608,-8.089930449455046,-0.3041834401096779,-1.2546888991899503,-0.1735959008627908
Czechia,CNRM-ESM2-1,78719866880.0,5.226348649614037,0.02271271085522612,-2.4295464702515788,0.050408289032681464,0.1440877263711991,0.14594928910271926
Côte d'Ivoire,CNRM-ESM2-1,265493506048.0,4.768117057568299,-0.14800787506777918,-10.331403371838627,-0.39839152783186776,-1.3826294597305502,-0.18121834712347817
Dem. Rep. Congo,CNRM-ESM2-1,2352492134400.0,3.719410645627375,-0.0297292961169161,-8.189561164956652,-0.2938759612045749,-0.5472549411890266,-0.0517109372353372
Denmark,CNRM-ESM2-1,13361099776.0,5.936861475450128,0.07247278767647897,-1.194386592422501,0.02414113658989148,0.30354362572204374,0.12164327522178683
Dominican Rep.,CNRM-ESM2-1,46081740800.0,9.824340694825223,-0.06841804787433879,-8.130037285483628,-0.28438755985814385,-1.6854407852036226,-0.2309770964307801
Ecuador,CNRM-ESM2-1,243406669824.0,6.005322052593391,-0.10666037999321389,-6.2531830961996695,-0.29005067571002285,-1.1704069817482718,-0.2258010464165131
El Salvador,CNRM-ESM2-1,23701602304.0,5.859661784361273,-0.14100840617318192,-11.576659871926948,-0.3015786647264396,-1.9031970772630527,-0.06925847526932605
Eq. Guinea,CNRM-ESM2-1,48678420480.0,7.4261972801466705,-0.06808949100841691,-7.54502541189658,-0.31252067254692373,-1.0901042267973715,-0.1997070766610546
Eritrea,CNRM-ESM2-1,140999976960.0,0.33885093973387564,-0.09322949234648034,-17.239906541778453,-0.3224844781358829,-2.196469474054746,-0.1494351641668153
Estonia,CNRM-ESM2-1,25718566912.0,4.2589306382711625,0.11660635307637683,-0.1822648982420875,0.020516529101795928,0.4811835803882215,0.11399381680706785
Ethiopia,CNRM-ESM2-1,1130648213504.0,2.7226985061041864,-0.039442087956773376,-9.438063732354273,-0.2643840449579495,-1.0255153499017367,-0.13862126868781272
Finland,CNRM-ESM2-1,325743538176.0,3.3803939748806604,0.10990454155995219,1.8206000120569246,-0.07699589270270338,0.6406861258110155,-0.007794647238228465
France,CNRM-ESM2-1,569048140800.0,6.462258479481733,-0.018154754870709246,-4.064719366553818,-0.17390483067593754,-0.23586225325354054,-0.09420728172505888
Gabon,CNRM-ESM2-1,316497070080.0,8.19310373824679,-0.02956881802189373,-7.716885124148427,-0.30819757578229867,-1.1211349431753899,-0.17544049803272882
Gambia,CNRM-ESM2-1,23701602304.0,3.8433147329870585,-0.18377136669889532,-12.78201189976042,-0.4685315658779029,-1.7384705045311422,-0.1763419801729897
Georgia,CNRM-ESM2-1,90657060864.0,4.373761192101099,0.0474019790766634,-3.479130311078269,-0.13824168777042792,-0.3146957884755732,-0.047236558737167755
Germany,CNRM-ESM2-1,365722425344.0,5.187873216886165,0.04318988594517442,-2.1649095605086655,-0.04761083022679697,0.11520258482474159,0.03852345224879565
Ghana,CNRM-ESM2-1,264971622400.0,4.344412038005613,-0.12202747466003501,-10.580189878520715,-0.3823664840839351,-1.4090794473306745,-0.1417513801401254
Greece,CNRM-ESM2-1,94124451840.0,5.125624169891,-0.09453973142651387,-8.505580765138962,-0.24609417035773457,-1.8996388283229586,-0.18403003932891981
Greenland,CNRM-ESM2-1,2055233313536.0,0.03908482810703081,0.14890326394799464,22.4291062107404,0.3802039796994812,1.4115682325788412,0.15604678702203129
Guatemala,CNRM-ESM2-1,93740967936.0,6.682251140218945,-0.11603289050904107,-7.842402083950695,-0.27802441430701874,-1.6813662540049754,-0.22755980507714393
Guinea,CNRM-ESM2-1,263464673280.0,3.591955786612609,-0.16636805054100112,-10.572699822019414,-0.4401510052206167,-1.4820615017590157,-0.24537308999573584
Guyana,CNRM-ESM2-1,242461581312.0,11.001324384004297,-0.10337959231130213,-10.303228552554273,-0.39294326573688554,-1.579762849280856,-0.22004413203068884
Honduras,CNRM-ESM2-1,117931229184.0,8.961825049226338,-0.04458221132070312,-7.349887329397855,-0.29302807487240357,-1.1763122642239376,-0.23150611294826745
Hungary,CNRM-ESM2-1,82727879680.0,2.879305587064545,0.07934413080282723,-3.943393034230412,-0.01165759627031522,-0.04449902055603275,0.10118796552007187
Iceland,CNRM-ESM2-1,83002089472.0,1.0584977571106218,0.1064708297791895,1.2873898352343907,0.09562014611211175,0.416569795559794,0.12411766171944844
India,CNRM-ESM2-1,3165239418880.0,4.384490699155312,0.00869299649100977,-7.430536919358238,-0.27299204359935425,-0.6552919484886213,-0.18036440969760553
Indonesia,CNRM-ESM2-1,1555397724160.0,8.787143810238563,-0.032687191131047864,-7.291256076450109,-0.28891696752719254,-1.0306347376343958,-0.16518033250903136
Iran,CNRM-ESM2-1,1619101892608.0,0.8912455421532951,0.0032419667502871785,-8.699731145209832,-0.32071063335991346,-1.1099166848458766,-0.23421461160923357
Iraq,CNRM-ESM2-1,428755400704.0,0.48197285252316213,-0.0734551603148671,-12.117622684725601,-0.5058855709935941,-2.3656078618910694,-0.42527283946994
Ireland,CNRM-ESM2-1,58314721280.0,4.952722318758307,0.04402426685412499,-1.8829663051955425,-0.0794638735947948,-0.03413328170650429,-0.024835355835600335
Italy,CNRM-ESM2-1,227958480896.0,6.3347224517281635,-0.05176276079972733,-4.694525063818117,-0.15930077592202593,-0.473013329906934,-0.07349899216100761
Japan,CNRM-ESM2-1,247206395904.0,6.258335209786767,0.10147651632253989,-3.498704743338689,-0.14014996038446745,-0.12593928352604666,-0.05503629906687372
Jordan,CNRM-ESM2-1,83343935488.0,0.20663779914467495,-0.19789808459036445,-11.978914654794778,-0.5610838600286633,-3.1069761377353027,-0.46868605378065764
Kazakhstan,CNRM-ESM2-1,2659754999808.0,1.011336637595628,0.08033329547362142,-2.118856398869157,-0.3067028709107272,0.035264153829013795,-0.1761861619509873
Kenya,CNRM-ESM2-1,632717656064.0,3.133616369190294,-0.1569134073478557,-9.95563727513728,-0.2906837298172911,-1.732316966782987,-0.1646404752774126
Kosovo,CNRM-ESM2-1,17891979264.0,5.928380556293464,-0.04531575303872382,-4.791649836826301,-0.004709641111193762,-0.858906935114709,0.07313977375512351
Kyrgyzstan,CNRM-ESM2-1,199982268416.0,1.8601108807061346,0.0820288213325014,2.980857395647054,-0.025830197333103332,0.6739229586799633,0.013380133809325512
Laos,CNRM-ESM2-1,208187506688.0,9.475916492182714,-0.06995749648700847,-8.231876021338362,-0.3248780703198869,-1.797300373599527,-0.28728937311565694
Latvia,CNRM-ESM2-1,66805498880.0,3.9953445339280376,0.1276952817999046,-0.2364191195547496,0.06387156809121565,0.5373923366657098,0.1511086644618403
Lesotho,CNRM-ESM2-1,21067708416.0,6.758926880073856,-0.028566328401048335,-6.080670497334028,-0.23869154423201738,-1.2115904546026275,-0.15787438182198243
Liberia,CNRM-ESM2-1,96818878464.0,6.206668383775596,-0.11723779725063924,-9.124668794067647,-0.3370248510772377,-1.3556334818518774,-0.18599179936303228
Lithuania,CNRM-ESM2-1,41564740608.0,4.684754711305608,0.08990633037208949,-0.470430637194279,0.1082110754414987,0.5131973671538981,0.18502879991382987
Madagascar,CNRM-ESM2-1,573598812160.0,5.937624447990835,-0.15163143915886473,-9.233325889145299,-0.29056596115989897,-2.365323921449926,-0.24291402029111914
Malawi,CNRM-ESM2-1,118437142528.0,5.816117710041104,-0.16287121284643916,-10.332773775082195,-0.3435956336182187,-2.1002313268982356,-0.27321169800272105
Malaysia,CNRM-ESM2-1,315798757376.0,10.020719376777913,-0.003587031961524509,-7.680448636704271,-0.2909047350307095,-1.2980169577944927,-0.17202182314206238
Mali,CNRM-ESM2-1,1322301097984.0,1.010128425634927,-0.16177047097551242,-10.904635012574108,-0.339652416226248,-0.4970268317909778,-0.05678076420315178
Mauritania,CNRM-ESM2-1,1025563125760.0,0.18723222504723117,-0.29216535094166657,-14.472172013830393,-0.4504708093402921,-2.040953631910738,-0.23417703582083332
Mexico,CNRM-ESM2-1,1865298526208.0,5.445396950169654,-0.16329814960219213,-8.352417538360132,-0.3097552294265561,-1.4449026796371944,-0.24441505657962767
Moldova,CNRM-ESM2-1,49460968448.0,3.0052053425195866,0.03408709823808931,-4.98963171444298,0.05787579398298948,-0.023769586234532666,0.11927194880778379
Mongolia,CNRM-ESM2-1,1633148971008.0,1.0299255143101167,0.06567001522067856,2.823819294406403,0.0342250115477473,0.6485321305939478,0.0674432356878748
Montenegro,CNRM-ESM2-1,17891979264.0,5.898238580817567,-0.006140981535653281,-4.608469271482214,-0.01583520167060896,-0.5047301913591564,0.06222762299272731
Morocco,CNRM-ESM2-1,528738332672.0,1.1819387900997496,-0.31550307619986745,-13.440545441645032,-0.4312642090296919,-3.2305291033023136,-0.41318320158417343
Mozambique,CNRM-ESM2-1,764829911040.0,4.8028727702400955,-0.2619460985218433,-11.066897717440543,-0.42114194808412897,-2.0998560617131865,-0.2744113002403942
Myanmar,CNRM-ESM2-1,632425089024.0,7.745684556560552,-0.039649135274836066,-7.674685960374777,-0.3298002312544295,-1.2879559958131144,-0.270767043057893
Namibia,CNRM-ESM2-1,855509876736.0,1.8277706219063785,-0.3949724581883674,-16.134999692821822,-0.4935761964190352,-4.407108804973356,-0.44070667820021014
Nepal,CNRM-ESM2-1,128426921984.0,3.3197440238108413,0.10173580431637301,-1.3413556183369133,-0.07324066508825941,0.1254771987222065,0.010256379851188619
Netherlands,CNRM-ESM2-1,14816913408.0,5.1966288478866955,0.053168613730324846,-1.5463277537715066,-0.0020354575391474177,0.20179899397987222,0.06027357492840167
New Zealand,CNRM-ESM2-1,197018639360.0,5.879829676439548,0.06204675150934189,-1.6830264694590729,-0.03870119370589374,-0.008014361439910814,0.021806961174239047
Nicaragua,CNRM-ESM2-1,95066443776.0,8.334392074420114,-0.05882537578489261,-8.935735647536916,-0.3054296596716436,-1.5218205871926518,-0.1812106674214331
Nigeria,CNRM-ESM2-1,935806212096.0,3.5854970268298465,-0.047234465188246276,-9.180784020594434,-0.32811901577213853,-0.48939117669222054,-0.11159895934396989
North Korea,CNRM-ESM2-1,130341812224.0,5.2784791954311565,0.07749229180818226,-1.6355027822807793,-0.09344050371816229,0.04868264179556004,0.004751185717924774
North Macedonia,CNRM-ESM2-1,36582068224.0,5.279342024957883,-0.07249546085462112,-6.119227481483653,-0.15054723066963596,-1.4482569249591024,-0.06290219663593341
Norway,CNRM-ESM2-1,329571838464.0,2.026948043447721,0.12410876516419186,2.8956177013954516,0.016247184875260865,0.6990644745431567,0.06561573758005448
Pakistan,CNRM-ESM2-1,866814601216.0,1.8884855195611192,0.12408341172682422,-3.175171633421671,-0.0771986709855335,0.054854735389723644,-0.011701149180978285
Palestine,CNRM-ESM2-1,20762970112.0,0.6465670919748797,-0.20811595115076897,-10.585535524843936,-0.5422056845463779,-3.267275157138312,-0.4762006928243985
Papua New Guinea,CNRM-ESM2-1,338713956352.0,8.80759316742654,-0.018608052136293476,-6.3586504644452155,-0.2309751241772107,-0.9803165680951518,-0.18897619427257958
Paraguay,CNRM-ESM2-1,423646705664.0,4.491140916348072,-0.12298110250029563,-9.611711237001513,-0.2079866018827186,-1.5396256819671643,-0.09756457176315092
Peru,CNRM-ESM2-1,1199017914368.0,6.688915090099687,-0.029178621936442047,-6.507086307079576,-0.23292201635176665,-0.9949897297026122,-0.1607247302938752
Philippines,CNRM-ESM2-1,142359250944.0,10.556164595480203,-0.025569502783567954,-7.491111270979878,-0.2569739939871875,-1.5445563676995366,-0.16759973674590756
Poland,CNRM-ESM2-1,313883117568.0,4.514852450960898,0.06756223891605746,-2.1136024026417313,0.029573221336263653,0.18570679661349415,0.11002393119442644
Portugal,CNRM-ESM2-1,92995540992.0,5.521909788671296,-0.08519260297475877,-6.569947788023731,-0.29799992901676986,-1.6367420672423854,-0.26389505923311773
Romania,CNRM-ESM2-1,238841931776.0,3.8157794855162255,-0.007077770621002344,-5.693313845962597,-0.04922641883795494,-0.8387267064562021,0.020053185785411095
Russia,CNRM-ESM2-1,16597962257408.0,2.759872714512671,0.10515172576566902,6.290226538207791,0.05900286465520041,0.770469885664968,0.09545690862939465
Rwanda,CNRM-ESM2-1,24339210240.0,6.8134200104526235,0.034323333478825956,-5.626453499406474,-0.17641927314945244,-0.3157491458051847,-0.08488637965027475
Saudi Arabia,CNRM-ESM2-1,1951708485632.0,0.22296964287233823,-0.16341646206848132,-17.20898160431596,-0.3583872531302712,-2.6449305445084454,-0.10066453394069444
Senegal,CNRM-ESM2-1,188431192064.0,2.064882027645534,-0.25140628402370707,-13.586183263160345,-0.5253111572840484,-2.7815639315178604,-0.26340839949761696
Serbia,CNRM-ESM2-1,69510886400.0,3.826912585454263,0.007668574922799059,-6.075437755086028,-0.05874787546907094,-0.6546903258110344,0.025347507806472123
Sierra Leone,CNRM-ESM2-1,72233146368.0,4.224306090372973,-0.14774331413364514,-10.0129756664658,-0.4314993385870153,-1.500338197109994,-0.25250874241566207
Slovakia,CNRM-ESM2-1,32388114432.0,4.614672584509807,0.013581469335724504,-2.7424245072899796,0.05875990333714577,0.1731265482904357,0.16240392330008266
Slovenia,CNRM-ESM2-1,17062913024.0,5.63639736261172,-0.013183555358062224,-4.07177270187466,-0.10916333714903922,-0.2512626289763042,-0.02354465308593566
Somalia,CNRM-ESM2-1,460396519424.0,1.9908135095902377,-0.2266647294987851,-10.383704114877428,-0.205717874881751,-1.3467819424787808,-0.003910023049960149
Somaliland,CNRM-ESM2-1,143988117504.0,1.1123986784424604,-0.2142248844937627,-10.602713838779996,0.03387270719789871,-1.3209964057210528,0.15889419995974335
South Africa,CNRM-ESM2-1,1234396856320.0,5.17487679493323,-0.20220345502225787,-9.316707796731626,-0.3913526386231655,-2.5088983228505306,-0.3354375559162013
South Korea,CNRM-ESM2-1,78387515392.0,6.689886077501445,0.0963826980536909,-3.3114546900798443,-0.16327289602889955,-0.03411948373474876,-0.0432575964584198
Spain,CNRM-ESM2-1,445350572032.0,4.976524026456666,-0.08466104231232965,-6.017936277099212,-0.2593032585829738,-1.3938417303983197,-0.20941190367596033
Sri Lanka,CNRM-ESM2-1,72320176128.0,7.596328796328436,-0.04339777036293045,-6.63760654240559,-0.21951470904907064,-0.3574009993854718,-0.016599637307491276
Suriname,CNRM-ESM2-1,145758842880.0,10.310422850506118,-0.11597467739394247,-10.938117882526255,-0.4071368260264441,-1.5696103689822558,-0.2103750450094361
Sweden,CNRM-ESM2-1,420562433024.0,3.3464143505166017,0.10118789864350579,1.7450137628262932,-0.002643258588839834,0.7664268792568927,0.07326645290277732
Switzerland,CNRM-ESM2-1,49900366848.0,3.723201927548963,0.11107674176798012,-0.8390509357617411,-0.006860209247393295,0.08800151978792037,0.06459350746993425
Syria,CNRM-ESM2-1,179308414976.0,1.667439325404557,-0.11011837522683092,-9.346136219563544,-0.44052859716305176,-2.0028328668550124,-0.3426335448552503
Taiwan,CNRM-ESM2-1,44560453632.0,8.68886160066937,0.004352996290471604,-5.885839217325813,-0.24103756854475508,-1.0517775532324127,-0.19146636525175845
Tajikistan,CNRM-ESM2-1,133375248384.0,1.3570133868680996,0.10954110793688764,6.408696792719117,0.042755252892893045,0.8348452600126127,0.053214800069685125
Tanzania,CNRM-ESM2-1,894579464192.0,4.809990199608003,-0.055354286431011694,-7.911902767607455,-0.2080515728403553,-1.0000026023789899,-0.15483735737283053
Thailand,CNRM-ESM2-1,562835632128.0,7.536321043199148,-0.1282032802256471,-9.898029811732556,-0.38388647428978895,-1.6236978123870087,-0.20587240863866474
Togo,CNRM-ESM2-1,72392775680.0,6.679810643521893,-0.12164259158614432,-9.863178688946077,-0.370031853683448,-1.365587133282266,-0.16583815376705982
Tunisia,CNRM-ESM2-1,161879021568.0,1.4341138242156304,-0.2218945132148639,-13.995178961410986,-0.5471970758817514,-3.6751665574918206,-0.4983968012402379
Turkey,CNRM-ESM2-1,757145997312.0,3.43009497756299,-0.031353925678581425,-6.5045819385437555,-0.21513478697178384,-1.3838075486402042,-0.13280441490878186
Turkmenistan,CNRM-ESM2-1,416843298816.0,0.5161719007746749,0.07533987581166823,-4.743608477555366,-0.11671618161410416,-0.131839173810647,0.02036960870435852
Uganda,CNRM-ESM2-1,219023800320.0,1.977209059812002,-0.029244657256215674,-6.686933159866367,-0.09409026844545734,0.11126154491520253,0.13864792312555405
Ukraine,CNRM-ESM2-1,605762603008.0,3.285246554459984,0.05828301490199147,-3.117330633296169,-0.008324785334977845,0.08081677590971922,0.05757349284620134
United Kingdom,CNRM-ESM2-1,201560967168.0,4.640492251319379,0.04310263579416234,-1.9136136102576182,-0.08445478841135078,0.005049005010380985,-0.015417649432055064
United States of America,CNRM-ESM2-1,9080353786880.0,4.496908162951017,0.019906262624682577,-3.434845969146708,-0.13703579437031674,-0.04785943950345502,-0.03891103476363804
Uruguay,CNRM-ESM2-1,204418775040.0,6.524934091935966,-0.11902642312555502,-4.87180561916537,-0.17152772308433437,-0.7044751606207503,-0.13186431391451442
Uzbekistan,CNRM-ESM2-1,473008822272.0,0.7132697112251238,0.116806974855663,-2.1923971636486566,-0.15531420351422603,0.31652169117663426,-0.008669289478398267
Venezuela,CNRM-ESM2-1,869093203968.0,6.711537742987968,-0.11860340795792487,-10.92104795465125,-0.44162971141218865,-1.597628774165964,-0.2516383346990012
Vietnam,CNRM-ESM2-1,325657915392.0,9.14353250146283,-0.0990835948786099,-7.952570521797155,-0.32636651900960706,-1.4185093432835942,-0.24557526168206378
Yemen,CNRM-ESM2-1,421892397056.0,0.31069988847679214,-0.11562231059685761,-12.598899997061123,-0.4033727827839977,-1.9328873228039876,-0.2906469322216892
Zambia,CNRM-ESM2-1,756457379840.0,4.024613442743638,-0.2368247410085963,-10.745943617335259,-0.41281892196427433,-2.356090551311994,-0.3077787762295234
Zimbabwe,CNRM-ESM2-1,391529629696.0,4.196485557700904,-0.3679508267032828,-11.66223188534595,-0.57927413618108,-2.7865525347943096,-0.5422809835433107
Afghanistan,MIROC-ES2L,641668456448.0,0.3986595155124523,0.12929895347556597,-1.6807087406624235,-0.004046864837104949,-0.6325218550686889,0.028785267567125652
Albania,MIROC-ES2L,73806921728.0,5.484658059542171,0.08053924204868079,-1.5131889066083972,0.020819090359758305,-0.794634052221357,0.040180584865319044
Angola,MIROC-ES2L,1138825396224.0,7.563199962741872,-0.0026719199237530745,-1.6503542330911858,-0.03214509508153613,-0.7989899303107835,-0.015410489959683069
Argentina,MIROC-ES2L,2730473201664.0,1.9045762854860195,0.0052954550291156735,-0.9045042802908093,0.03345375173361801,-0.31173765170162665,0.035898102898841655
Armenia,MIROC-ES2L,73806921728.0,5.401091334402337,-0.11218902856669853,-0.9228802018195249,-0.17907316676623303,-0.7512746929695958,-0.17899629780120807
Australia,MIROC-ES2L,7398472843264.0,1.7149430083864519,-0.08721004566394956,-2.289019435460016,-0.06784299970116672,-1.0493701168025007,-0.04793926616217202
Bangladesh,MIROC-ES2L,88816099328.0,4.2435786433110705,-0.02985584182407545,-1.70334394612583,-0.02595496764317946,-0.8343146246267383,-0.012490432215440453
Belarus,MIROC-ES2L,173116518400.0,4.585421830005244,0.03991413529208286,1.8994000671530542,0.05722441034835831,0.3878360669085217,0.055625389670038966
Benin,MIROC-ES2L,95605850112.0,5.3010512097800175,-0.12565928176731844,-2.9132280951401484,-0.215528124404765,-0.6845483226647331,-0.1881923637344858
Bolivia,MIROC-ES2L,1020022489088.0,6.889963792419497,-0.036629676603162624,-1.9362130952979901,-0.06733468466654094,-0.7402530325217226,-0.046234739913583664
Botswana,MIROC-ES2L,543235309568.0,5.74617157780004,-0.027858554140597114,-2.265512038287657,-0.062439098335700986,-1.0590398758942743,-0.05475069482294809
Brazil,MIROC-ES2L,8486311444480.0,7.223690666157603,-0.023900806963303357,-2.5190508128059617,-0.05022615313970851,-1.0532999685365536,-0.02926007416813388
Bulgaria,MIROC-ES2L,70654050304.0,5.020113359309574,0.03160020191809138,-0.08985812520579176,0.47839343086141695,-0.005562228569021526,0.49229222648203774
Burkina Faso,MIROC-ES2L,284988178432.0,3.9746196311296313,-0.2987167628151564,-2.887231012922718,-0.12081955088005839,-0.1647671997163595,-0.08524825361254046
Cambodia,MIROC-ES2L,189382328320.0,5.714354715652165,-0.05776946350410289,-1.4441290744179578,-0.07724300034461586,-0.22418520632361436,-0.05863130231269374
Cameroon,MIROC-ES2L,289800355840.0,8.404597017803072,-0.011214053395014589,-1.716439084676619,-0.042474324441004706,-0.8470065067991843,-0.024932174483347887
Canada,MIROC-ES2L,9332907823104.0,2.6433404437334547,0.08117108271365996,4.753593322979253,0.07207368939757106,0.7723329999030574,0.06695441561640558
Central African Rep.,MIROC-ES2L,577534205952.0,9.65715481697288,-0.05882759542033974,-2.0057023491830894,-0.08049282395263711,-0.9366310387170518,-0.05752561422635663
Chad,MIROC-ES2L,1214649344000.0,1.587168808795959,-0.10076292970162556,-1.7467569075666838,-0.17700031097045854,-0.011518062872881353,-0.10282709157828934
Chile,MIROC-ES2L,747490045952.0,2.6363962814032975,-0.04758175368934795,-0.728284294015735,-0.005372799037719847,-0.5439907549121207,-0.010928287602117549
China,MIROC-ES2L,9498818863104.0,2.7949810215188484,0.059672235093870235,1.2514563495257156,0.010737899881223083,0.09665155370583606,0.0075074176886039835
Colombia,MIROC-ES2L,1160353226752.0,5.611630413089236,-0.010798800667338225,-1.716644701001407,-0.04701016866303453,-0.7961836510851159,-0.02988768035239503
Congo,MIROC-ES2L,193736622080.0,7.46835244820483,0.0011199291384106397,-1.6117829297882693,-0.05254319890597348,-0.6929138633722027,-0.03507289538166834
Costa Rica,MIROC-ES2L,95605850112.0,10.067690959486136,-0.05454775988870183,-3.2046301441042058,-0.10962387537791382,-1.00260588226685,-0.09800267120992187
Croatia,MIROC-ES2L,67333591040.0,4.348240836368897,0.010334030217632625,0.5544672981990217,0.12187328627090294,0.07500019378903977,0.12601456028692481
Czechia,MIROC-ES2L,127706865664.0,4.130770238663395,0.05452875513427551,0.9565247281613677,0.0853722958467442,0.18033182465741293,0.08708597458638469
Côte d'Ivoire,MIROC-ES2L,191899615232.0,7.068638883681592,-0.024293527893203,-2.3279174434407217,-0.07072322938212244,-0.8277602220666378,-0.04641825203791198
Dem. Rep. Congo,MIROC-ES2L,2415622209536.0,8.74755483005084,-0.01102523631284166,-1.8138975389945196,-0.042562583032823134,-0.9074872652152215,-0.02597683522808691
Ecuador,MIROC-ES2L,290719948800.0,5.290521196238966,-0.02962323337771258,-1.4685047120346078,-0.0448416949641948,-0.7446355109601359,-0.03519487602522034
Eq. Guinea,MIROC-ES2L,96983326720.0,8.007485347949142,-0.012645034008218125,-1.6438618076657032,-0.061367564795416094,-0.596299998075775,-0.04296934868424783
Ethiopia,MIROC-ES2L,1052819398656.0,4.357918932120436,-0.02470235324099744,-2.042034030312562,-0.06805747885007601,-0.9564406747832018,-0.04694321945622999
Finland,MIROC-ES2L,329154781184.0,2.114370570839627,0.12673377463185145,4.705279735308468,0.06539697162782795,0.8750019799314539,0.07113497089575954
France,MIROC-ES2L,631622467584.0,5.319594299423101,0.07352906647819281,-0.5045530904503212,0.041173558719192,-0.2218140221262904,0.05009227223286604
Gabon,MIROC-ES2L,290949980160.0,6.886633266438777,-0.011683277206203,-1.6183323285872577,-0.06172410511560275,-0.7875120100199942,-0.04304241428052699
Germany,MIROC-ES2L,308372303872.0,4.656121759571714,0.08357606691630003,0.8508789654358878,0.0321931571930905,0.12363059521725211,0.030129397354685193
Ghana,MIROC-ES2L,288193380352.0,6.981085126299574,-0.04778031819662086,-2.420995027982706,-0.08347434675134024,-0.6424982749175886,-0.057615106068994545
Greece,MIROC-ES2L,150591651840.0,8.246356718109391,-0.04012068376113762,-1.992862676433207,-0.019127930569618735,-1.0952846273087595,0.005010169518368912
Guatemala,MIROC-ES2L,93551886336.0,7.001505404008286,-0.09448660644528992,-3.7217362632071036,-0.13890829103714186,-1.1615791421927701,-0.1046475099444541
Guinea,MIROC-ES2L,95605850112.0,6.470273124140161,-0.02675754073987386,-2.2465043638388034,-0.08432615683702042,-0.9632732490336885,-0.05834148817618957
Guinea-Bissau,MIROC-ES2L,94691164160.0,4.6718825076502375,-0.9078918619559998,-4.456569729955351,-0.26823783625935027,-1.8341133341833802,-0.24606066188528136
Guyana,MIROC-ES2L,290030387200.0,8.621632526825211,-0.014322457076247285,-2.7871064060937623,-0.03530694565295837,-0.9538993923635175,-0.013010121853199476
Honduras,MIROC-ES2L,187103772672.0,6.958146306800273,-0.08881014873792774,-3.836846079428632,-0.17690847792736586,-1.7958801583025923,-0.17190485890283105
India,MIROC-ES2L,3034908557312.0,3.247940755588261,-0.012133750218438825,-2.191381818622876,-0.04149480892583783,-0.9221737422864784,-0.01718962660957558
Indonesia,MIROC-ES2L,1742021509120.0,6.440759560836078,0.0008794325514411601,-1.7354103603811364,-0.03606089577081972,-0.7822544295661491,-0.019508028299949076
Ireland,MIROC-ES2L,56447352832.0,1.7034964563659596,0.06820250113873243,0.21486265596896212,0.0733930135665775,-0.05674006875039668,0.07152753107684143
Italy,MIROC-ES2L,352935075840.0,5.637072086695038,0.028354685541288515,-0.7033976875396999,0.02344269313481867,-0.3849680839720433,0.032095683430488645
Japan,MIROC-ES2L,386180046848.0,4.06727739297908,0.04491052836518628,-0.43560949322634906,-0.001827970746432453,-0.23757871603027464,0.00713558423412946
Kazakhstan,MIROC-ES2L,2592989257728.0,0.2969370617653679,0.04395884523081869,1.8315224377512453,0.10891742111857285,0.47809347665488666,0.11754068853801056
Kenya,MIROC-ES2L,581439897600.0,1.4320983042449913,-0.020782787371819957,-2.908713457324187,-0.22398456656257223,-1.3509239817729148,-0.19209774884749647
Kyrgyzstan,MIROC-ES2L,147613843456.0,2.7912639557195256,0.15647791793947838,1.6943734735617673,-0.06693596217320226,0.25672242333357087,-0.05289600320351079
Laos,MIROC-ES2L,366964301824.0,7.159637946251864,0.01376979715786494,-1.1370391123233194,-0.027953807521944894,-0.4591674392015971,-0.010613582782936955
Latvia,MIROC-ES2L,105078022144.0,5.082856621920843,0.08990069164123919,2.298320998140472,0.10242010774622641,0.7908323503866981,0.11574350535797712
Lesotho,MIROC-ES2L,84599332864.0,4.1234649386730045,0.016683374389091954,-1.0390178916089732,-0.0985663657606148,-0.4388793463054539,-0.0913289107245028
Liberia,MIROC-ES2L,192587530240.0,7.594994670324958,0.0035468682585571504,-1.9319095218952382,-0.05665673047783423,-0.6888604410617658,-0.0361308533330183
Lithuania,MIROC-ES2L,56447352832.0,5.0089953322410725,0.047941717144812185,1.8566157488890556,0.02444134612447777,0.45682285874251705,0.012480639656875379
Madagascar,MIROC-ES2L,547971096576.0,7.30899034125302,-0.03628069826908211,-2.1398520473282954,-0.05164092568285633,-0.9150858553106018,-0.029585855286720884
Malawi,MIROC-ES2L,190297014272.0,6.666358782093314,-0.0027370553018017524,-1.7714793026259947,-0.062040997254805746,-0.8779342062097055,-0.037120712728003796
Malaysia,MIROC-ES2L,193506590720.0,6.369066467910773,-0.021686383526856864,-1.5312177042224675,-0.05962621013490714,-0.8515647123953325,-0.04766016271144087
Mali,MIROC-ES2L,1574796271616.0,1.021869773092916,-0.6867226958915427,-4.314303975341188,-0.22335779450721635,-0.5444341191565556,-0.17106787341703691
Mexico,MIROC-ES2L,1951224471552.0,4.884608739458723,-0.039248098649895945,-2.7835951172811058,-0.09094503490319125,-1.2956955456541799,-0.06190863892010033
