region_list,model_name,model_cumulative,burke_growth,burke_growth_5,burke_growth_25,burke_growth_75,burke_growth_95,burke_level,burke_level_5,burke_level_25,burke_level_75,burke_level_95,newell_growth,newell_growth_5,newell_growth_25,newell_growth_75,newell_growth_95,newell_level,newell_level_5,newell_level_25,newell_level_75,newell_level_95
China,ACCESS-ESM1-5,2.689154589855325,575.5490993211824,72.015602423006,244.27138830006294,1219.5969602474809,3694.5760476007295,-3.126951877423323,-5.722511368847904,-4.188611326862901,-1.9533373215023242,-0.13246307729313234,12.871861779086814,-92.01971606933202,-30.17518866918332,373.93004582891604,3353.189559450119,-2.8061137605486506,-22.81524453576894,-8.79970354197947,0.55435556990443,2.4541202488956433
Latvia,ACCESS-ESM1-5,8.084653487269122,312.32347364636024,-14.374480624944773,92.73274053207908,772.9227113920715,2738.9286207497817,-5.7761593653078425,-8.384544293536544,-6.8093209866181725,-4.591537792376677,-2.929260722336202,-0.31594538669847405,-97.22084533695933,-46.0772897906586,125.63773056327233,2264.9939539097186,-5.686432114177226,-27.45608909684402,-11.64997838039826,-0.49652726547500525,3.25241593850804
Bhutan,ACCESS-ESM1-5,6.150486877742134,-88.99256147797804,-97.62236072987261,-94.00037336266848,-74.58417714079003,-27.27508544054701,-16.540105088066635,-20.394060640127655,-17.916730721887507,-14.539298894729146,-12.276569859250353,30.88479844510553,-97.51663432857951,-55.38392855836515,226.83068321179954,56921.9417034139,-5.2067579391943175,-16.84260658425806,-10.56369144876278,2.00417232690811,35.10540284387785
Lithuania,ACCESS-ESM1-5,4.503315505593242,-5.159945106445352,-79.95751664549424,-53.439245922813306,97.82471312613438,511.95717220159923,-6.011561043362679,-8.626722739964233,-7.072653721929667,-4.825295961903564,-3.247276131867516,6.275192151498188,-98.82128928315635,-67.67427455640265,87.10203406746452,685.6433060995456,-1.988941937273081,-29.81440247348448,-6.116111994870397,1.1481861973509255,7.647566571401778
Armenia,ACCESS-ESM1-5,3.4088044580686594,-72.14130168654584,-92.32260338701317,-84.2749512598276,-49.1074010609829,25.191513629736527,-10.857409598633316,-13.1258847284084,-11.72960568756547,-9.84229014172302,-8.490521448036258,-23.094129767434893,-98.83848449561462,-82.2660907772499,4.671466422018067,193.77944247449165,-9.442601064021572,-30.229124647088707,-13.64318629305904,-5.7226994958605335,-1.4803771091451874
Belarus,ACCESS-ESM1-5,0.606330325132598,-81.12480633307374,-95.96834061492062,-90.54728563650613,-60.23999610682673,15.918790416599071,-9.485619193445306,-12.423489802346776,-10.613097484878342,-8.161418911620355,-6.453751933510665,-1.242158740694621,-99.50738787357994,-83.86499888001381,20.784156726356954,355.041243678939,-8.034227907533964,-31.948742730382676,-13.879582443336863,-2.857803033627743,4.555044583333683
North Korea,ACCESS-ESM1-5,10.271025172861957,222.80268894486164,-26.659304760883362,70.20442245279472,552.9196387787243,1722.4103092192731,0.17808316837193416,-3.880097069036126,-1.615154145065556,2.1128403562764575,4.439794606884595,45.259968270827216,-96.80371769460344,-20.478552043571693,729.5751441685265,6182.4140047725095,12.768236984061732,-31.85278694637283,2.805650989897124,20.193620925074697,38.523737072190194
Kazakhstan,ACCESS-ESM1-5,28.30154384537742,1371.561293480392,106.46615394192058,536.4431069865011,3341.299577735389,12297.48797160367,-0.30127701142688146,-5.318983037023939,-2.508644308337915,1.853063674306843,4.6007685756055405,34.83101697569215,-98.53080106880414,-38.36289451735732,1281.2459917103074,29166.19719571196,7.404052329962485,-39.61886343311313,0.5739020622604896,11.340440374907695,30.48231113051673
Austria,ACCESS-ESM1-5,-3.7884769297297005,-93.54169921709322,-98.46617161941643,-96.5067499149086,-87.53514960923134,-67.95865810526016,-7.652779239120999,-9.688578491398857,-8.420647341973009,-6.727778389299555,-5.54207614557487,-51.524694723359104,-99.68386409872704,-91.36162882714352,2.508535051975047,108.21090668318806,-6.161021319774562,-26.355265870594327,-9.049595159368838,-1.7953062927281076,2.6615782092530957
Switzerland,ACCESS-ESM1-5,-3.808390421707708,-94.09862156647418,-98.59421482620337,-96.81940844285755,-88.7678736162576,-71.31162970818076,-7.453966705400672,-9.27659242536415,-8.137749609756073,-6.596934784061947,-5.558569108865585,-52.69996660254611,-99.79105947299838,-93.32074615123067,-6.066424844034565,98.61713643357179,-8.7539167872076,-26.10749980829367,-15.500906087172408,-3.455348979244774,1.8031939101621617
Georgia,ACCESS-ESM1-5,1.6607676066421106,-86.75697244520273,-95.99333834525417,-92.18833173836633,-76.65813924123188,-48.27973963096211,-14.309059472884112,-17.53274024852599,-15.605076956835584,-12.819593837242971,-11.193348398466496,-28.433971973636673,-99.04007053337918,-82.00448776037341,-11.58542264332762,106.5920812574774,-18.416334632000886,-32.17026545979955,-25.049995253210067,-13.456536895806796,-8.061969678432748
Czechia,ACCESS-ESM1-5,-7.762814649311411,-98.22271484916891,-99.60195434918808,-99.05559393105243,-96.44978698401472,-90.71102314568155,-8.054360969904417,-10.423576292880576,-8.97706518018575,-7.010939716656317,-5.736940221841236,-59.73360552103786,-99.92534552327622,-94.88061152737752,-2.8522294977953138,139.7397440468242,-7.84795554060484,-27.503115104943884,-13.938239594812812,-2.8476187511332185,4.00128847055264
Poland,ACCESS-ESM1-5,0.0776185007313801,-98.62276638994446,-99.705103501772,-99.2751729730025,-97.14411367281947,-92.42207279653178,-10.752525737228192,-13.075114269724963,-11.662757544921654,-9.71442407461055,-8.34239789821325,-58.460907865163094,-99.94528738573321,-94.11753607499949,-1.0401322520851741,141.23100919985956,-10.361524240947663,-30.211497598230828,-17.347253881441,-5.732969019457252,1.6156840614683174
Germany,ACCESS-ESM1-5,-4.590924399222374,-97.55013721951639,-99.39865058974692,-98.65450070997784,-95.21386577013098,-88.08068369449973,-8.974201206905153,-10.779470467413798,-9.669851064866997,-8.184428557962441,-7.126951667993087,-49.13626011401735,-99.87071447785901,-91.31955353662414,-6.196879201739019,121.91810186722205,-8.241433135813036,-26.83604509751561,-14.541795484331612,-4.773995811215043,0.6260961025718748
Denmark,ACCESS-ESM1-5,3.5323436502885164,-88.68088552200705,-96.87460012597607,-93.62874865225737,-78.78856063357973,-49.43620096100623,-8.598072275435808,-10.158649471801407,-9.186745225833537,-7.889257296402963,-6.977013467676896,-7.010994752707623,-99.59056377197732,-72.15388322156467,24.347852663153926,197.41906123359527,-7.695256186429573,-25.4537356852887,-11.453197462474357,-4.53152407197584,-1.0574300886411636
Slovakia,ACCESS-ESM1-5,-13.173861649382312,-99.17679618435294,-99.84140281740487,-99.57730316683465,-98.2860622061388,-95.24130373602829,-14.973612040770679,-17.739267084782107,-16.04595089949847,-13.718048327757115,-12.049105310511854,-50.97861244149547,-99.9739465176699,-92.68478722747665,-4.09558035143448,144.78588383994244,-13.284136073189444,-32.24380943029872,-18.359358325420793,-7.88018734185735,0.3700570905902056
Slovenia,ACCESS-ESM1-5,-7.864989109024756,-99.30122632029308,-99.85785581186441,-99.62768913095417,-98.59358289973439,-96.36612943515772,-14.20404657214156,-16.827413819864347,-15.211493660395059,-13.022174209397974,-11.497167051014523,-55.18219712904947,-99.97050702763384,-94.49133751015341,-0.9430535955695846,142.84137999468842,-8.762244903035748,-29.777347923012808,-13.458108970232324,-5.514347886385035,0.44449666629395307
Ukraine,ACCESS-ESM1-5,-13.8683800092959,-99.67671718471209,-99.93960988385932,-99.83352150044288,-99.31600699958129,-98.11373805566856,-20.89019027999972,-23.930413784517622,-22.111501717004035,-19.53966630615229,-17.66694549894614,-59.18212366838091,-99.98708451861557,-95.42866864356664,-13.211742639670506,124.9224331657635,-18.942547982628405,-35.6195097603354,-24.543235976104718,-13.974547062842344,-2.6041473993983506
United Kingdom,ACCESS-ESM1-5,1.8618158354341219,-95.06010802128434,-98.58394923054627,-97.02703129614915,-91.18960707492325,-80.66962573048175,-7.703575354689274,-9.03403996598422,-8.245311203111594,-7.098548004706906,-6.378974811229021,-28.859997704842534,-99.68360306318904,-83.59112497344333,5.684958467948192,115.8725079632826,-5.150749524220666,-22.45498690163094,-7.08884427673059,-2.0272055628095726,3.388756241181835
Netherlands,ACCESS-ESM1-5,-2.387591685084922,-98.34932457204543,-99.606321729354,-99.07177349435347,-96.85529850790253,-92.37872017249926,-12.016699521273155,-14.07337903071989,-12.800280179705315,-11.109494830772249,-10.059686449193617,-43.39895678714913,-99.92022514368125,-87.20456330457505,14.305978076374087,120.35185833445563,-10.189885093890211,-24.72147307806343,-13.641215554736746,-8.019273552488738,-3.8254444393121063
United States of America,ACCESS-ESM1-5,-16.206131387749267,-98.02906004918519,-99.60097025148904,-98.92827347685505,-95.93156598120115,-89.46818198490917,-16.65786276039266,-19.653923699161567,-17.865154329139,-15.3077564253838,-13.524832048365298,-8.632102033002791,-99.90231808945148,-75.23762053645459,55.25163530081987,471.4420018564261,-12.157452668821577,-35.97945780113613,-17.768552140045536,-9.282186332951541,-2.117336609766575
Moldova,ACCESS-ESM1-5,-5.743329789189977,-99.94961122696121,-99.99127630136641,-99.97511301048574,-99.88587212291854,-99.6842338600795,-15.487905918416278,-18.731880304793314,-16.812339736669223,-14.022836242030845,-12.117486517046405,-77.53311718270655,-99.99702667324905,-98.74438601972838,15.639768147689924,233.58266187429646,-9.314966162569625,-33.433422452172344,-17.179527061464494,-2.1125658117257196,6.6779178719473835
Romania,ACCESS-ESM1-5,-12.364916272240823,-99.97068613957512,-99.9953673418603,-99.98564210439903,-99.93218458103904,-99.81217456520459,-20.541666743547925,-23.655876371719653,-21.791743513252737,-19.15361868444463,-17.279513113001766,-83.79993641360744,-99.99822132275834,-99.180762427351,4.14334179555712,220.64089690219015,-15.145195217831592,-33.332485117899026,-23.370679830332598,-9.45451135317136,-0.799478993653619
Chile,ACCESS-ESM1-5,7.52776121885308,-99.56972404069776,-99.86880116779669,-99.7301838919602,-99.27419015044718,-98.62547560773652,-9.889170863890051,-12.181167447516616,-10.753760433489845,-8.866208138530974,-7.408418134241435,-70.40979141900803,-99.91720881490689,-98.56877602979031,-2.443929909979328,98.19441494584983,-8.19543093767835,-24.92646383892122,-11.049723876034617,-4.4258535195047415,-1.1180624806017565
Ireland,ACCESS-ESM1-5,3.8140409500746486,-96.35854018141575,-98.8651539193266,-97.70575399300348,-93.8712157533445,-87.31514938444337,-6.514695522474678,-7.943188262389955,-7.098300072858721,-5.887649141988637,-5.20790220461117,-35.54840065181604,-99.69386524484148,-80.68874756664849,18.089133154552766,103.65010909517616,-5.263198326730373,-17.202050948023977,-8.393916936407809,-4.0200037343414765,-2.0063659658558253
Belgium,ACCESS-ESM1-5,-3.1781816161028598,-99.15394359570449,-99.80646200187121,-99.52452725636111,-98.36455807815622,-96.09583648357184,-11.202549057927037,-13.035861700023144,-11.960752135963071,-10.39302728707595,-9.322870457953748,-50.837681500342086,-99.94649694714394,-88.16329645742245,12.348583504911447,122.61211529211151,-9.43934619048653,-22.68172601494354,-14.267718819412762,-7.074892486573594,-1.7638707380970315
New Zealand,ACCESS-ESM1-5,6.512833672144569,-90.01736796077941,-95.75692620672285,-92.91594126240665,-85.04401958586396,-74.57360758874268,-6.71413576422808,-8.265848689065457,-7.305300671208914,-6.0054661796170805,-5.185686484365415,-7.978517742850733,-98.25773060175632,-57.718122812296684,17.655462633535812,137.50615959678296,-2.1564868829453356,-19.85255475869128,-5.9983211314068,1.5067259966504376,6.604614535471698
Croatia,ACCESS-ESM1-5,-15.5794128950555,-99.93800717870057,-99.98991674513061,-99.96975320814101,-99.86040733303429,-99.60712565383265,-19.881360767690094,-23.05630465276085,-21.19958269189165,-18.439564426551115,-16.50191522927549,-62.82012120688931,-99.9969278963505,-98.02617278149303,-12.752629560063955,156.46812437693674,-17.83572469821378,-35.131542129894534,-25.325450717292767,-13.430828898460945,-1.7097990593450596
South Korea,ACCESS-ESM1-5,1.530097691342469,-99.27561540161265,-99.84509786074314,-99.59540264892043,-98.53325758693212,-96.59561164683954,-17.225713729557114,-20.22759800863344,-18.384043279533525,-15.865487189782879,-14.163432739300386,-38.404953606584726,-99.92858385912436,-86.18664480149145,27.59630144530273,383.7892167033109,-14.722976771480129,-34.00967390935982,-22.08394183829983,-8.112522898451191,1.5297442283409644
